ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE
10284;24;83.12;6;1994.88;1/4/2021;Shipped;3;8;2021;Planes;91;S700_1691;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Small
10314;20;100;1;2731.8;2/4/2021;Shipped;4;10;2021;Vintage Cars;136;S18_3140;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Small
10306;46;50.33;17;2315.18;2/4/2021;Shipped;4;10;2021;Trains;62;S32_3207;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Small
10382;33;100;4;4592.61;3/4/2021;Shipped;1;2;2021;Vintage Cars;97;S24_4258;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10284;31;71.81;1;2226.11;4/4/2021;Shipped;3;8;2021;Planes;84;S18_2581;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Small
10369;21;94.22;5;1978.62;4/4/2021;Shipped;1;1;2021;Vintage Cars;104;S18_3136;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;USA;NA;Nelson;Allen;Small
10281;25;100;5;4191.25;4/4/2021;Shipped;3;8;2021;Classic Cars;169;S18_3232;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;NA;Yu;Kyung;Medium
10173;22;100;3;2571.14;4/4/2021;Shipped;4;11;2021;Vintage Cars;97;S24_4258;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small
10210;43;41.02;11;1763.86;4/4/2021;Shipped;1;1;2021;Vintage Cars;43;S50_1341;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Small
10119;26;59.22;1;1539.72;4/4/2021;Shipped;2;4;2021;Planes;74;S700_4002;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Small
10141;21;100;5;2140.11;5/4/2021;Shipped;3;8;2021;Trucks and Buses;118;S12_4473;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Small
10276;30;100;5;3924.6;5/4/2021;Shipped;3;8;2021;Classic Cars;146;S18_3482;Online Mini Collectables;6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;58339;USA;NA;Barajas;Miguel;Medium
10164;45;100;3;5012.55;5/4/2021;Resolved;4;10;2021;Trucks and Buses;121;S18_4600;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Medium
10296;22;77.15;14;1697.3;5/4/2021;Shipped;3;9;2021;Vintage Cars;83;S24_3816;Bavarian Collectables Imports, Co.;+49 89 61 08 9555;Hansastr. 15;;Munich;;80686;Germany;EMEA;Donnermeyer;Michael;Small
10197;45;100;6;5324.4;6/4/2021;Shipped;4;11;2021;Classic Cars;136;S10_4757;Enaco Distributors;(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Medium
10398;43;100;16;5552.16;6/4/2021;Shipped;1;3;2021;Planes;109;S24_1785;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium
10292;41;100;6;4983.14;6/4/2021;Shipped;3;9;2021;Trucks and Buses;115;S50_1392;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;NA;Yu;Kwai;Medium
10208;46;74.45;1;3424.7;6/4/2021;Shipped;1;1;2021;Ships;72;S700_2610;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;France;EMEA;Saveley;Mary;Medium
10192;47;53.83;6;2530.01;7/4/2021;Shipped;4;11;2021;Classic Cars;50;S24_1628;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;NA;Young;Valarie;Small
10349;36;37.13;3;1336.68;7/4/2021;Shipped;4;12;2021;Classic Cars;35;S24_2840;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;NA;Young;Jeff;Small
10177;24;76;3;1824;8/4/2021;Shipped;4;11;2021;Ships;66;S700_1138;CAF Imports;+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;28023;Spain;EMEA;Fernandez;Jesus;Small
10250;38;62.19;12;2363.22;8/4/2021;Shipped;2;5;2021;Planes;74;S700_4002;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;NA;Frick;Sue;Small
10377;35;100;2;5895.05;10/4/2021;Shipped;1;2;2021;Classic Cars;141;S18_1129;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Medium
10414;16;75.48;11;1207.68;10/4/2021;On Hold;2;5;2021;Vintage Cars;87;S18_4522;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;USA;NA;Yoshido;Juri;Small
10210;30;61.7;4;1851;10/4/2021;Shipped;1;1;2021;Motorcycles;76;S24_2000;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Small
10248;48;100;10;6960.48;10/4/2021;Cancelled;2;5;2021;Ships;122;S24_2011;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;NA;Yu;Kwai;Medium
10296;26;48.44;1;1259.44;10/4/2021;Shipped;3;9;2021;Vintage Cars;43;S50_1341;Bavarian Collectables Imports, Co.;+49 89 61 08 9555;Hansastr. 15;;Munich;;80686;Germany;EMEA;Donnermeyer;Michael;Small
10283;47;65.77;7;3091.19;10/4/2021;Shipped;3;8;2021;Ships;72;S700_2610;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canada;NA;Lincoln;Elizabeth;Medium
10313;21;100;11;2669.1;11/4/2021;Shipped;4;10;2021;Trucks and Buses;136;S12_1666;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;NA;Tannamuri;Yoshi;Small
10253;26;100;5;3054.48;12/4/2021;Cancelled;2;6;2021;Classic Cars;141;S18_1129;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;UK;EMEA;Devon;Elizabeth;Medium
10167;21;69.88;2;1467.48;12/4/2021;Cancelled;4;10;2021;Planes;68;S24_2841;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small
10278;31;38.89;8;1205.59;12/4/2021;Shipped;3;8;2021;Classic Cars;37;S24_2972;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;NA;King;Sue;Small
10344;40;56.91;2;2276.4;13/4/2021;Shipped;4;11;2021;Vintage Cars;60;S18_2248;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;France;EMEA;Lebihan;Laurence;Small
10401;64;60.05;12;3843.2;13/4/2021;On Hold;2;4;2021;Planes;68;S24_3949;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;NA;Brown;William;Medium
10263;48;100;1;6434.4;14/4/2021;Shipped;2;6;2021;Motorcycles;150;S12_2823;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;NA;King;Julie;Medium
10219;48;100;2;4891.68;14/4/2021;Shipped;1;2;2021;Trucks and Buses;118;S12_4473;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;USA;NA;Taylor;Sue;Medium
10305;41;53.48;11;2192.68;14/4/2021;Shipped;4;10;2021;Trucks and Buses;60;S18_2432;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;NA;Hernandez;Marta;Small
10298;32;48.46;2;1550.72;14/4/2021;Shipped;3;9;2021;Motorcycles;60;S18_2625;Atelier graphique;40.32.2555;54, rue Royale;;Nantes;;44000;France;EMEA;Schmitt;Carine;Small
10182;31;36.74;5;1138.94;14/4/2021;Shipped;4;11;2021;Vintage Cars;44;S24_2022;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10315;40;55.69;5;2227.6;15/4/2021;Shipped;4;10;2021;Ships;54;S72_3212;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;France;EMEA;Labrune;Janine;Small
10106;26;63.76;3;1657.76;16/4/2021;Shipped;1;2;2021;Planes;72;S24_4278;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small
10183;41;100;5;6163.94;18/4/2021;Shipped;4;11;2021;Trucks and Buses;136;S12_1666;Classic Gift Ideas, Inc;2155554695;782 First Street;;Philadelphia;PA;71270;USA;NA;Cervantes;Francisca;Medium
10148;29;81.25;2;2356.25;18/4/2021;Shipped;3;9;2021;Classic Cars;71;S18_4933;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Small
10380;27;68.35;5;1845.45;18/4/2021;Shipped;1;2;2021;Vintage Cars;44;S24_2022;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10367;36;100;2;5018.4;18/4/2021;Resolved;1;1;2021;Classic Cars;37;S24_2972;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;NA;Young;Julie;Medium
10334;49;100;4;6763.47;19/4/2021;On Hold;4;11;2021;Trucks and Buses;121;S18_4600;Volvo Model Replicas, Co;0921-12 3555;Berguvsv„gen  8;;Lule;;S-958 22;Sweden;EMEA;Berglund;Christina;Medium
10420;45;26.88;1;1209.6;19/4/2021;In Process;2;5;2021;Vintage Cars;33;S24_1937;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Australia;APAC;Huxley;Adrian;Small
10145;47;83.03;11;3902.41;19/4/2021;Shipped;3;8;2021;Motorcycles;76;S24_2000;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;NA;Young;Julie;Medium
10342;22;100;3;3160.74;20/4/2021;Shipped;4;11;2021;Classic Cars;142;S18_1984;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Medium
10120;43;76;14;3268;20/4/2021;Shipped;2;4;2021;Planes;80;S700_3167;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Medium
10363;28;58.18;13;1629.04;21/4/2021;Shipped;1;1;2021;Classic Cars;148;S18_4721;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Small
10114;24;30.06;1;721.44;21/4/2021;Shipped;2;4;2021;Classic Cars;35;S24_2840;La Corne D'abondance, Co.;(1) 42.34.2555;265, boulevard Charonne;;Paris;;75012;France;EMEA;Bertrand;Marie;Small
10355;40;100;5;4326.8;21/4/2021;Shipped;4;12;2021;Motorcycles;102;S32_4485;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10143;36;100;2;3945.96;21/4/2021;Shipped;3;8;2021;Planes;91;S700_1691;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;USA;NA;Tam;Wing C;Medium
10386;37;100;10;5017.57;21/4/2021;Resolved;1;3;2021;Ships;72;S700_2610;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10140;38;100;8;4829.8;22/4/2021;Shipped;3;7;2021;Trucks and Buses;136;S12_1666;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;NA;Hirano;Juri;Medium
10139;30;100;5;3095.4;23/4/2021;Shipped;3;7;2021;Vintage Cars;99;S18_3320;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Australia;APAC;Huxley;Adrian;Medium
10283;45;78.67;9;3540.15;23/4/2021;Shipped;3;8;2021;Ships;66;S700_1138;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canada;NA;Lincoln;Elizabeth;Medium
10316;34;43.7;12;1485.8;23/4/2021;Shipped;4;11;2021;Planes;49;S72_1253;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;UK;EMEA;Bennett;Helen;Small
10149;33;100;8;4950.33;24/4/2021;Shipped;3;9;2021;Vintage Cars;127;S18_2325;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;USA;NA;Taylor;Sue;Medium
10127;25;100;5;3447;24/4/2021;Shipped;2;6;2021;Classic Cars;143;S18_4027;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;NA;Young;Jeff;Medium
10411;34;100;4;3576.8;24/4/2021;Shipped;2;5;2021;Classic Cars;101;S700_2824;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;NA;Fresnisre;Jean;Medium
10211;35;78;5;2730;25/4/2021;Shipped;1;1;2021;Classic Cars;80;S18_3278;Auto Canal Petit;(1) 47.55.6555;25, rue Lauriston;;Paris;;75016;France;EMEA;Perrier;Dominique;Small
10370;27;100;1;3911.49;26/4/2021;Shipped;1;1;2021;Trucks and Buses;116;S18_1097;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Medium
10357;41;61.99;7;2541.59;26/4/2021;Shipped;4;12;2021;Trucks and Buses;60;S18_2432;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10306;29;100;7;3207.4;26/4/2021;Shipped;4;10;2021;Ships;122;S24_2011;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Medium
10321;37;33.23;12;1229.51;26/4/2021;Shipped;4;11;2021;Classic Cars;37;S24_2972;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;NA;Benitez;Violeta;Small
10383;38;60.06;10;2282.28;26/4/2021;Shipped;1;2;2021;Trains;58;S50_1514;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10222;49;100;12;5997.6;27/4/2021;Shipped;1;2;2021;Classic Cars;136;S10_4757;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;NA;Thompson;Valarie;Medium
10357;39;98;1;3822;27/4/2021;Shipped;4;12;2021;Trucks and Buses;116;S18_1097;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10229;41;100;10;4716.23;27/4/2021;Shipped;1;3;2021;Trucks and Buses;121;S18_4600;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10271;50;100;8;5093.5;28/4/2021;Shipped;3;7;2021;Trucks and Buses;122;S18_2319;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10312;39;29.54;13;1152.06;28/4/2021;Shipped;4;10;2021;Vintage Cars;33;S24_1937;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10135;29;61.64;16;1787.56;28/4/2021;Shipped;3;7;2021;Motorcycles;69;S24_2360;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10237;26;40.23;2;1045.98;28/4/2021;Shipped;2;4;2021;Motorcycles;40;S32_2206;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Small
10401;21;96.11;2;2018.31;28/4/2021;On Hold;2;4;2021;Planes;118;S700_2834;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;NA;Brown;William;Small
10186;26;100;9;3854.24;29/4/2021;Shipped;4;11;2021;Classic Cars;136;S10_4757;Double Decker Gift Stores, Ltd;(171) 555-7555;120 Hanover Sq.;;London;;WA1 1DP;UK;EMEA;Hardy;Thomas;Medium
10322;46;61.99;8;2851.54;29/4/2021;Shipped;4;11;2021;Classic Cars;147;S10_4962;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;NA;Young;Valarie;Small
10121;50;100;4;8284;29/4/2021;Shipped;2;5;2021;Motorcycles;150;S12_2823;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Large
10127;42;100;1;8138.76;29/4/2021;Shipped;2;6;2021;Classic Cars;173;S12_3891;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;NA;Young;Jeff;Large
10137;31;100;4;5124.3;29/4/2021;Shipped;3;7;2021;Classic Cars;141;S18_3685;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium
10223;23;74.62;10;1716.26;29/4/2021;Shipped;1;2;2021;Planes;72;S24_4278;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Small
10124;25;93.95;9;2348.75;30/4/2021;Shipped;2;5;2021;Classic Cars;117;S24_2887;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;NA;King;Sue;Small
10350;44;100;1;5191.12;1/5/2021;Shipped;4;12;2021;Vintage Cars;136;S18_3140;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10249;20;67.82;1;1356.4;1/5/2021;Shipped;2;5;2021;Planes;68;S24_2841;Cambridge Collectables Co.;6175555555;4658 Baden Av.;;Cambridge;MA;51247;USA;NA;Tseng;Kyung;Small
10159;32;100;7;4618.88;2/5/2021;Shipped;4;10;2021;Classic Cars;148;S18_4721;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;NA;Brown;Julie;Medium
10278;29;90.86;10;2634.94;3/5/2021;Shipped;3;8;2021;Classic Cars;77;S18_1889;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;NA;King;Sue;Small
10204;20;62.47;10;1249.4;3/5/2021;Shipped;4;12;2021;Classic Cars;73;S24_1046;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;NA;Young;Jeff;Small
10167;29;83.86;8;2431.94;3/5/2021;Cancelled;4;10;2021;Vintage Cars;83;S24_3816;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small
10215;39;90.57;7;3532.23;3/5/2021;Shipped;1;1;2021;Vintage Cars;97;S24_4258;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;USA;NA;Thompson;Steve;Medium
10325;44;100;7;5932.96;3/5/2021;Shipped;4;11;2021;Trains;58;S50_1514;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Medium
10303;24;40.21;1;965.04;4/5/2021;Shipped;4;10;2021;Vintage Cars;41;S24_3969;Iberia Gift Imports, Corp.;(95) 555 82 82;C/ Romero, 33;;Sevilla;;41101;Spain;EMEA;Roel;Jose Pedro;Small
10348;31;100;5;3139.99;4/5/2021;Shipped;4;11;2021;Trucks and Buses;64;S32_3522;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart¡n;Medium
10359;46;100;2;4896.7;4/5/2021;Shipped;4;12;2021;Trucks and Buses;115;S50_1392;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium
10324;27;54.33;1;1466.91;5/5/2021;Shipped;4;11;2021;Classic Cars;151;S12_3148;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Small
10338;41;100;1;5624.79;5/5/2021;Shipped;4;11;2021;Planes;157;S18_1662;Royale Belge;(071) 23 67 2555;Boulevard Tirou, 255;;Charleroi;;B-6000;Belgium;EMEA;Cartrain;Pascale;Medium
10223;38;69.31;6;2633.78;5/5/2021;Shipped;1;2;2021;Motorcycles;76;S24_2000;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Small
10212;45;88.14;1;3966.3;5/5/2021;Shipped;1;1;2021;Classic Cars;90;S24_2766;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10261;22;91.17;3;2005.74;5/5/2021;Shipped;2;6;2021;Vintage Cars;88;S24_3151;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;NA;Fresnisre;Jean;Small
10262;46;70.35;11;3236.1;5/5/2021;Cancelled;2;6;2021;Vintage Cars;65;S24_3420;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10320;35;100;1;4850.3;6/5/2021;Shipped;4;11;2021;Classic Cars;117;S12_3380;Volvo Model Replicas, Co;0921-12 3555;Berguvsv„gen  8;;Lule;;S-958 22;Sweden;EMEA;Berglund;Christina;Medium
10223;47;100;9;4724.91;6/5/2021;Shipped;1;2;2021;Planes;84;S18_2581;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Medium
10110;27;73.62;12;1987.74;6/5/2021;Shipped;1;3;2021;Classic Cars;85;S24_3191;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Small
10331;21;100;1;3135.93;6/5/2021;Shipped;4;11;2021;Classic Cars;140;S24_3856;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;USA;NA;Hernandez;Rosa;Medium
10253;41;100;10;4910.57;7/5/2021;Cancelled;2;6;2021;Classic Cars;115;S12_4675;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;UK;EMEA;Devon;Elizabeth;Medium
10248;30;100;5;3053.7;7/5/2021;Cancelled;2;5;2021;Vintage Cars;88;S24_3151;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;NA;Yu;Kwai;Medium
10296;47;86.62;5;4071.14;7/5/2021;Shipped;3;9;2021;Planes;74;S700_4002;Bavarian Collectables Imports, Co.;+49 89 61 08 9555;Hansastr. 15;;Munich;;80686;Germany;EMEA;Donnermeyer;Michael;Medium
10161;28;100;12;3764.88;8/5/2021;Shipped;4;10;2021;Classic Cars;141;S18_1129;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Medium
10367;28;30.59;12;856.52;8/5/2021;Resolved;1;1;2021;Vintage Cars;44;S24_2022;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;NA;Young;Julie;Small
10105;50;100;2;7208;9/5/2021;Shipped;1;2;2021;Classic Cars;136;S10_4757;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Large
10351;34;59.37;3;2018.58;9/5/2021;Shipped;4;12;2021;Planes;68;S24_3949;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;UK;EMEA;Brown;Ann;Small
10300;23;100;2;2807.61;10/5/2021;Shipped;4;10;2021;Classic Cars;115;S12_4675;Blauer See Auto, Co.;+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;60528;Germany;EMEA;Keitel;Roland;Small
10103;27;83.07;12;2242.89;10/5/2021;Shipped;1;1;2021;Vintage Cars;101;S18_2949;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Small
10306;39;90.4;8;3525.6;10/5/2021;Shipped;4;10;2021;Vintage Cars;87;S18_4522;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Medium
10201;49;100;4;8065.89;11/5/2021;Shipped;4;12;2021;Motorcycles;193;S10_4698;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;NA;Murphy;Julie;Large
10148;27;100;10;3528.36;11/5/2021;Shipped;3;9;2021;Classic Cars;132;S18_2870;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Medium
10329;42;100;1;4396.14;12/5/2021;Shipped;4;11;2021;Motorcycles;95;S10_1678;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;NA;Yu;Kwai;Medium
10127;46;100;2;11279.2;12/5/2021;Shipped;2;6;2021;Classic Cars;207;S12_1108;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;NA;Young;Jeff;Large
10184;44;60.16;12;2647.04;12/5/2021;Shipped;4;11;2021;Trucks and Buses;60;S18_2432;Iberia Gift Imports, Corp.;(95) 555 82 82;C/ Romero, 33;;Sevilla;;41101;Spain;EMEA;Roel;Jose Pedro;Small
10308;31;100;9;3493.7;12/5/2021;Shipped;4;10;2021;Planes;109;S24_1785;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;NA;Frick;Steve;Medium
10209;36;77.59;2;2793.24;12/5/2021;Shipped;1;1;2021;Vintage Cars;65;S24_3420;Men 'R' US Retailers, Ltd.;2155554369;6047 Douglas Av.;;Los Angeles;CA;;USA;NA;Chandler;Michael;Small
